,A,B
0, H E E E H E C E,0
0, H E E E H E H C,2
0, H E E E H E H H,1
0, H E E E H E H E,0
0, H E E E H E E C,0
0, H E E E H E E H,0
0, H E E E H E E E,2
0, H E E E E C C C,2104
0, H E E E E C C H,521
0, H E E E E C C E,166
0, H E E E E C H C,1
0, H E E E E C H H,75
0, H E E E E C H E,0
0, H E E E E C E C,6
0, H E E E E C E H,0
0, H E E E E C E E,13
0, H E E E E H C C,4
0, H E E E E H C H,0
0, H E E E E H C E,0
0, H E E E E H H C,0
0, H E E E E H H H,59
0, H E E E E H H E,0
0, H E E E E H E C,0
0, H E E E E H E H,0
0, H E E E E H E E,0
0, H E E E E E C C,2825
0, H E E E E E C H,162
0, H E E E E E C E,11
0, H E E E E E H C,1
0, H E E E E E H H,45
0, H E E E E E H E,1
0, H E E E E E E C,1839
0, H E E E E E E H,45
0, H E E E E E E E,2747
0, E C C C C C C C,232884
0, E C C C C C C H,45131
0, E C C C C C C E,30402
0, E C C C C C H C,1856
0, E C C C C C H H,51669
0, E C C C C C H E,11
0, E C C C C C E C,9424
0, E C C C C C E H,346
0, E C C C C C E E,55887
0, E C C C C H C C,1460
0, E C C C C H C H,416
0, E C C C C H C E,63
0, E C C C C H H C,1866
0, E C C C C H H H,45552
0, E C C C C H H E,35
0, E C C C C H E C,3
0, E C C C C H E H,1
0, E C C C C H E E,31
0, E C C C C E C C,3059
0, E C C C C E C H,281
0, E C C C C E C E,270
0, E C C C C E H C,1
0, E C C C C E H H,337
0, E C C C C E H E,2
0, E C C C C E E C,9564
0, E C C C C E E H,110
0, E C C C C E E E,44054
0, E C C C H C C C,1756
0, E C C C H C C H,184
0, E C C C H C C E,102
0, E C C C H C H C,156
0, E C C C H C H H,243
0, E C C C H C H E,1
0, E C C C H C E C,1
0, E C C C H C E H,0
0, E C C C H C E E,24
0, E C C C H H C C,1737
0, E C C C H H C H,140
0, E C C C H H C E,28
0, E C C C H H H C,7356
0, E C C C H H H H,47006
0, E C C C H H H E,59
0, E C C C H H E C,2
0, E C C C H H E H,11
0, E C C C H H E E,54
0, E C C C H E C C,3
0, E C C C H E C H,0
0, E C C C H E C E,3
0, E C C C H E H C,1
0, E C C C H E H H,5
0, E C C C H E H E,0
0, E C C C H E E C,9
0, E C C C H E E H,1
0, E C C C H E E E,37
0, E C C C E C C C,2269
0, E C C C E C C H,180
0, E C C C E C C E,312
0, E C C C E C H C,10
0, E C C C E C H H,165
0, E C C C E C H E,0
0, E C C C E C E C,25
0, E C C C E C E H,1
0, E C C C E C E E,203
0, E C C C E H C C,4
0, E C C C E H C H,1
0, E C C C E H C E,0
0, E C C C E H H C,0
0, E C C C E H H H,193
0, E C C C E H H E,0
0, E C C C E H E C,0
0, E C C C E H E H,0
0, E C C C E H E E,0
0, E C C C E E C C,4009
0, E C C C E E C H,555
0, E C C C E E C E,106
0, E C C C E E H C,8
0, E C C C E E H H,78
0, E C C C E E H E,1
0, E C C C E E E C,4147
0, E C C C E E E H,152
0, E C C C E E E E,24392
0, E C C H C C C C,1621
0, E C C H C C C H,160
0, E C C H C C C E,66
0, E C C H C C H C,6
0, E C C H C C H H,245
0, E C C H C C H E,0
0, E C C H C C E C,14
0, E C C H C C E H,2
0, E C C H C C E E,40
0, E C C H C H C C,248
0, E C C H C H C H,9
0, E C C H C H C E,71
0, E C C H C H H C,11
0, E C C H C H H H,275
0, E C C H C H H E,0
0, E C C H C H E C,0
0, E C C H C H E H,0
0, E C C H C H E E,32
0, E C C H C E C C,3
0, E C C H C E C H,0
0, E C C H C E C E,0
0, E C C H C E H C,0
0, E C C H C E H H,0
0, E C C H C E H E,0
0, E C C H C E E C,21
0, E C C H C E E H,0
0, E C C H C E E E,14
0, E C C H H C C C,2283
0, E C C H H C C H,153
0, E C C H H C C E,73
0, E C C H H C H C,13
0, E C C H H C H H,228
0, E C C H H C H E,0
0, E C C H H C E C,20
0, E C C H H C E H,1
0, E C C H H C E E,46
0, E C C H H H C C,9173
0, E C C H H H C H,746
0, E C C H H H C E,564
0, E C C H H H H C,4561
0, E C C H H H H H,54454
0, E C C H H H H E,120
0, E C C H H H E C,101
0, E C C H H H E H,1
0, E C C H H H E E,266
0, E C C H H E C C,3
0, E C C H H E C H,0
0, E C C H H E C E,0
0, E C C H H E H C,0
0, E C C H H E H H,2
0, E C C H H E H E,0
0, E C C H H E E C,0
0, E C C H H E E H,0
0, E C C H H E E E,21
0, E C C H E C C C,0
0, E C C H E C C H,0
0, E C C H E C C E,0
0, E C C H E C H C,0
0, E C C H E C H H,0
0, E C C H E C H E,0
0, E C C H E C E C,0
0, E C C H E C E H,0
0, E C C H E C E E,1
0, E C C H E H C C,0
0, E C C H E H C H,0
0, E C C H E H C E,0
0, E C C H E H H C,0
0, E C C H E H H H,4
0, E C C H E H H E,0
0, E C C H E H E C,0
0, E C C H E H E H,0
0, E C C H E H E E,0
0, E C C H E E C C,2
0, E C C H E E C H,0
0, E C C H E E C E,0
0, E C C H E E H C,0
0, E C C H E E H H,0
0, E C C H E E H E,0
0, E C C H E E E C,27
0, E C C H E E E H,0
0, E C C H E E E E,15
0, E C C E C C C C,1935
0, E C C E C C C H,107
0, E C C E C C C E,153
0, E C C E C C H C,23
0, E C C E C C H H,131
0, E C C E C C H E,0
0, E C C E C C E C,13
0, E C C E C C E H,0
0, E C C E C C E E,193
0, E C C E C H C C,3
0, E C C E C H C H,1
0, E C C E C H C E,0
0, E C C E C H H C,37
0, E C C E C H H H,98
0, E C C E C H H E,0
0, E C C E C H E C,0
0, E C C E C H E H,0
0, E C C E C H E E,0
0, E C C E C E C C,36
0, E C C E C E C H,0
0, E C C E C E C E,7
0, E C C E C E H C,0
0, E C C E C E H H,3
0, E C C E C E H E,0
0, E C C E C E E C,12
0, E C C E C E E H,0
0, E C C E C E E E,184
0, E C C E H C C C,2
0, E C C E H C C H,0
0, E C C E H C C E,0
0, E C C E H C H C,1
0, E C C E H C H H,0
0, E C C E H C H E,0
0, E C C E H C E C,0
0, E C C E H C E H,0
0, E C C E H C E E,0
0, E C C E H H C C,2
0, E C C E H H C H,0
0, E C C E H H C E,0
0, E C C E H H H C,43
0, E C C E H H H H,73
0, E C C E H H H E,1
0, E C C E H H E C,0
0, E C C E H H E H,0
0, E C C E H H E E,0
0, E C C E H E C C,0
0, E C C E H E C H,0
0, E C C E H E C E,0
0, E C C E H E H C,0
0, E C C E H E H H,0
0, E C C E H E H E,0
0, E C C E H E E C,1
0, E C C E H E E H,3
0, E C C E H E E E,0
0, E C C E E C C C,7264
0, E C C E E C C H,724
0, E C C E E C C E,462
0, E C C E E C H C,7
0, E C C E E C H H,807
0, E C C E E C H E,0
0, E C C E E C E C,55
0, E C C E E C E H,1
0, E C C E E C E E,187
0, E C C E E H C C,1
0, E C C E E H C H,0
0, E C C E E H C E,0
0, E C C E E H H C,3
0, E C C E E H H H,1003
0, E C C E E H H E,0
0, E C C E E H E C,0
0, E C C E E H E H,0
0, E C C E E H E E,0
0, E C C E E E C C,7532
0, E C C E E E C H,486
0, E C C E E E C E,249
0, E C C E E E H C,2
0, E C C E E E H H,59
0, E C C E E E H E,0
0, E C C E E E E C,6541
0, E C C E E E E H,526
0, E C C E E E E E,37691
0, E C H C C C C C,725
0, E C H C C C C H,137
0, E C H C C C C E,116
0, E C H C C C H C,1
0, E C H C C C H H,32
0, E C H C C C H E,0
0, E C H C C C E C,5
0, E C H C C C E H,0
0, E C H C C C E E,131
0, E C H C C H C C,0
0, E C H C C H C H,2
0, E C H C C H C E,0
0, E C H C C H H C,0
0, E C H C C H H H,109
0, E C H C C H H E,0
0, E C H C C H E C,0
0, E C H C C H E H,0
0, E C H C C H E E,0
0, E C H C C E C C,1
0, E C H C C E C H,0
0, E C H C C E C E,0
0, E C H C C E H C,0
0, E C H C C E H H,0
0, E C H C C E H E,0
0, E C H C C E E C,3
0, E C H C C E E H,0
0, E C H C C E E E,73
0, E C H C H C C C,107
0, E C H C H C C H,22
0, E C H C H C C E,17
0, E C H C H C H C,0
0, E C H C H C H H,6
0, E C H C H C H E,0
0, E C H C H C E C,1
0, E C H C H C E H,0
0, E C H C H C E E,5
0, E C H C H H C C,5
0, E C H C H H C H,0
0, E C H C H H C E,0
0, E C H C H H H C,15
0, E C H C H H H H,125
0, E C H C H H H E,0
0, E C H C H H E C,0
0, E C H C H H E H,0
0, E C H C H H E E,0
0, E C H C H E C C,0
0, E C H C H E C H,0
0, E C H C H E C E,1
0, E C H C H E H C,0
0, E C H C H E H H,0
0, E C H C H E H E,0
0, E C H C H E E C,0
0, E C H C H E E H,0
0, E C H C H E E E,10
0, E C H C E C C C,0
0, E C H C E C C H,0
0, E C H C E C C E,0
0, E C H C E C H C,0
0, E C H C E C H H,0
0, E C H C E C H E,0
0, E C H C E C E C,0
0, E C H C E C E H,0
0, E C H C E C E E,0
0, E C H C E H C C,0
0, E C H C E H C H,0
0, E C H C E H C E,0
0, E C H C E H H C,0
0, E C H C E H H H,0
0, E C H C E H H E,0
0, E C H C E H E C,0
0, E C H C E H E H,0
0, E C H C E H E E,0
0, E C H C E E C C,0
0, E C H C E E C H,0
0, E C H C E E C E,0
0, E C H C E E H C,0
0, E C H C E E H H,0
0, E C H C E E H E,0
0, E C H C E E E C,1
0, E C H C E E E H,1
0, E C H C E E E E,2
0, E C H H C C C C,1573
0, E C H H C C C H,155
0, E C H H C C C E,127
0, E C H H C C H C,12
0, E C H H C C H H,105
0, E C H H C C H E,0
0, E C H H C C E C,1
0, E C H H C C E H,0
0, E C H H C C E E,35
0, E C H H C H C C,3
0, E C H H C H C H,0
0, E C H H C H C E,0
0, E C H H C H H C,2
0, E C H H C H H H,174
0, E C H H C H H E,0
0, E C H H C H E C,0
0, E C H H C H E H,0
0, E C H H C H E E,0
0, E C H H C E C C,3
0, E C H H C E C H,0
0, E C H H C E C E,0
0, E C H H C E H C,0
0, E C H H C E H H,0
0, E C H H C E H E,0
0, E C H H C E E C,6
0, E C H H C E E H,0
0, E C H H C E E E,18
0, E C H H H C C C,5786
0, E C H H H C C H,1461
0, E C H H H C C E,210
0, E C H H H C H C,30
0, E C H H H C H H,331
0, E C H H H C H E,0
0, E C H H H C E C,15
0, E C H H H C E H,0
0, E C H H H C E E,192
0, E C H H H H C C,5316
0, E C H H H H C H,847
0, E C H H H H C E,213
0, E C H H H H H C,5743
0, E C H H H H H H,35092
0, E C H H H H H E,25
0, E C H H H H E C,66
0, E C H H H H E H,0
0, E C H H H H E E,16
0, E C H H H E C C,16
0, E C H H H E C H,1
0, E C H H H E C E,2
0, E C H H H E H C,0
0, E C H H H E H H,0
0, E C H H H E H E,0
0, E C H H H E E C,52
0, E C H H H E E H,0
0, E C H H H E E E,144
0, E C H H E C C C,0
0, E C H H E C C H,0
0, E C H H E C C E,1
0, E C H H E C H C,0
0, E C H H E C H H,0
0, E C H H E C H E,0
0, E C H H E C E C,0
0, E C H H E C E H,0
0, E C H H E C E E,0
0, E C H H E H C C,0
0, E C H H E H C H,0
0, E C H H E H C E,0
0, E C H H E H H C,0
0, E C H H E H H H,2
0, E C H H E H H E,0
0, E C H H E H E C,0
0, E C H H E H E H,0
0, E C H H E H E E,0
0, E C H H E E C C,10
0, E C H H E E C H,0
0, E C H H E E C E,0
0, E C H H E E H C,0
0, E C H H E E H H,6
0, E C H H E E H E,0
0, E C H H E E E C,23
0, E C H H E E E H,1
0, E C H H E E E E,3
0, E C H E C C C C,0
0, E C H E C C C H,0
0, E C H E C C C E,0
0, E C H E C C H C,0
0, E C H E C C H H,0
0, E C H E C C H E,0
0, E C H E C C E C,0
0, E C H E C C E H,0
0, E C H E C C E E,0
0, E C H E C H C C,0
0, E C H E C H C H,0
0, E C H E C H C E,0
0, E C H E C H H C,0
0, E C H E C H H H,0
0, E C H E C H H E,0
0, E C H E C H E C,0
0, E C H E C H E H,0
0, E C H E C H E E,0
0, E C H E C E C C,0
0, E C H E C E C H,0
0, E C H E C E C E,0
0, E C H E C E H C,0
0, E C H E C E H H,0
0, E C H E C E H E,0
0, E C H E C E E C,0
0, E C H E C E E H,0
0, E C H E C E E E,0
0, E C H E H C C C,0
0, E C H E H C C H,0
0, E C H E H C C E,0
0, E C H E H C H C,0
0, E C H E H C H H,0
0, E C H E H C H E,0
0, E C H E H C E C,0
0, E C H E H C E H,0
0, E C H E H C E E,0
0, E C H E H H C C,0
0, E C H E H H C H,0
0, E C H E H H C E,0
0, E C H E H H H C,0
0, E C H E H H H H,0
0, E C H E H H H E,0
0, E C H E H H E C,0
0, E C H E H H E H,0
0, E C H E H H E E,0
0, E C H E H E C C,0
0, E C H E H E C H,0
0, E C H E H E C E,0
0, E C H E H E H C,0
0, E C H E H E H H,0
0, E C H E H E H E,0
0, E C H E H E E C,0
0, E C H E H E E H,0
0, E C H E H E E E,0
0, E C H E E C C C,1
0, E C H E E C C H,0
0, E C H E E C C E,0
0, E C H E E C H C,0
0, E C H E E C H H,0
0, E C H E E C H E,0
0, E C H E E C E C,0
0, E C H E E C E H,0
0, E C H E E C E E,0
0, E C H E E H C C,0
0, E C H E E H C H,0
0, E C H E E H C E,0
0, E C H E E H H C,0
0, E C H E E H H H,0
0, E C H E E H H E,0
0, E C H E E H E C,0
0, E C H E E H E H,0
0, E C H E E H E E,0
0, E C H E E E C C,8
0, E C H E E E C H,0
0, E C H E E E C E,0
0, E C H E E E H C,0
0, E C H E E E H H,0
0, E C H E E E H E,0
0, E C H E E E E C,0
0, E C H E E E E H,1
0, E C H E E E E E,1
0, E C E C C C C C,2149
0, E C E C C C C H,150
0, E C E C C C C E,194
0, E C E C C C H C,54
0, E C E C C C H H,170
0, E C E C C C H E,0
0, E C E C C C E C,20
0, E C E C C C E H,7
0, E C E C C C E E,122
0, E C E C C H C C,12
0, E C E C C H C H,9
0, E C E C C H C E,0
0, E C E C C H H C,13
0, E C E C C H H H,185
0, E C E C C H H E,0
0, E C E C C H E C,0
0, E C E C C H E H,0
0, E C E C C H E E,0
0, E C E C C E C C,21
0, E C E C C E C H,2
0, E C E C C E C E,3
0, E C E C C E H C,0
0, E C E C C E H H,1
0, E C E C C E H E,0
0, E C E C C E E C,129
0, E C E C C E E H,0
0, E C E C C E E E,249
0, E C E C H C C C,5
0, E C E C H C C H,0
0, E C E C H C C E,0
0, E C E C H C H C,0
0, E C E C H C H H,0
0, E C E C H C H E,0
0, E C E C H C E C,0
0, E C E C H C E H,0
0, E C E C H C E E,0
0, E C E C H H C C,8
0, E C E C H H C H,2
0, E C E C H H C E,0
0, E C E C H H H C,9
0, E C E C H H H H,190
0, E C E C H H H E,0
0, E C E C H H E C,0
0, E C E C H H E H,0
0, E C E C H H E E,0
0, E C E C H E C C,0
0, E C E C H E C H,0
0, E C E C H E C E,0
0, E C E C H E H C,0
0, E C E C H E H H,0
0, E C E C H E H E,0
0, E C E C H E E C,0
0, E C E C H E E H,0
0, E C E C H E E E,0
0, E C E C E C C C,32
0, E C E C E C C H,13
0, E C E C E C C E,2
0, E C E C E C H C,0
0, E C E C E C H H,11
0, E C E C E C H E,0
0, E C E C E C E C,2
0, E C E C E C E H,0
0, E C E C E C E E,4
0, E C E C E H C C,0
0, E C E C E H C H,0
0, E C E C E H C E,0
0, E C E C E H H C,0
0, E C E C E H H H,2
0, E C E C E H H E,0
0, E C E C E H E C,0
0, E C E C E H E H,0
0, E C E C E H E E,0
0, E C E C E E C C,39
0, E C E C E E C H,3
0, E C E C E E C E,0
0, E C E C E E H C,0
0, E C E C E E H H,0
0, E C E C E E H E,0
0, E C E C E E E C,66
0, E C E C E E E H,5
0, E C E C E E E E,211
0, E C E H C C C C,4
0, E C E H C C C H,0
0, E C E H C C C E,0
0, E C E H C C H C,0
0, E C E H C C H H,0
0, E C E H C C H E,0
0, E C E H C C E C,0
0, E C E H C C E H,0
0, E C E H C C E E,0
0, E C E H C H C C,0
0, E C E H C H C H,0
0, E C E H C H C E,0
0, E C E H C H H C,0
0, E C E H C H H H,0
0, E C E H C H H E,0
0, E C E H C H E C,0
0, E C E H C H E H,0
0, E C E H C H E E,0
0, E C E H C E C C,0
0, E C E H C E C H,0
0, E C E H C E C E,0
0, E C E H C E H C,0
0, E C E H C E H H,0
0, E C E H C E H E,0
0, E C E H C E E C,0
0, E C E H C E E H,0
0, E C E H C E E E,0
0, E C E H H C C C,8
0, E C E H H C C H,3
0, E C E H H C C E,0
0, E C E H H C H C,0
0, E C E H H C H H,0
0, E C E H H C H E,0
0, E C E H H C E C,0
0, E C E H H C E H,0
0, E C E H H C E E,0
0, E C E H H H C C,54
0, E C E H H H C H,0
0, E C E H H H C E,4
0, E C E H H H H C,100
0, E C E H H H H H,143
0, E C E H H H H E,9
0, E C E H H H E C,0
0, E C E H H H E H,0
0, E C E H H H E E,0
0, E C E H H E C C,0
0, E C E H H E C H,0
0, E C E H H E C E,0
0, E C E H H E H C,0
0, E C E H H E H H,0
0, E C E H H E H E,0
0, E C E H H E E C,0
0, E C E H H E E H,0
0, E C E H H E E E,0
0, E C E H E C C C,0
0, E C E H E C C H,0
0, E C E H E C C E,0
0, E C E H E C H C,0
0, E C E H E C H H,0
0, E C E H E C H E,0
0, E C E H E C E C,0
0, E C E H E C E H,0
0, E C E H E C E E,0
0, E C E H E H C C,0
0, E C E H E H C H,0
0, E C E H E H C E,0
0, E C E H E H H C,0
0, E C E H E H H H,0
0, E C E H E H H E,0
0, E C E H E H E C,0
0, E C E H E H E H,0
0, E C E H E H E E,0
0, E C E H E E C C,0
0, E C E H E E C H,0
0, E C E H E E C E,0
0, E C E H E E H C,0
0, E C E H E E H H,0
0, E C E H E E H E,0
0, E C E H E E E C,0
0, E C E H E E E H,1
0, E C E H E E E E,3
0, E C E E C C C C,2199
0, E C E E C C C H,281
0, E C E E C C C E,123
0, E C E E C C H C,6
0, E C E E C C H H,116
0, E C E E C C H E,0
0, E C E E C C E C,6
0, E C E E C C E H,1
0, E C E E C C E E,187
0, E C E E C H C C,6
0, E C E E C H C H,0
0, E C E E C H C E,0
0, E C E E C H H C,6
0, E C E E C H H H,115
0, E C E E C H H E,0
0, E C E E C H E C,0
0, E C E E C H E H,0
0, E C E E C H E E,0
0, E C E E C E C C,36
0, E C E E C E C H,0
0, E C E E C E C E,3
0, E C E E C E H C,0
0, E C E E C E H H,1
0, E C E E C E H E,0
0, E C E E C E E C,5
0, E C E E C E E H,2
0, E C E E C E E E,24
0, E C E E H C C C,2
0, E C E E H C C H,3
0, E C E E H C C E,0
0, E C E E H C H C,0
0, E C E E H C H H,0
0, E C E E H C H E,0
0, E C E E H C E C,0
0, E C E E H C E H,0
0, E C E E H C E E,0
0, E C E E H H C C,2
0, E C E E H H C H,1
0, E C E E H H C E,1
0, E C E E H H H C,21
0, E C E E H H H H,66
0, E C E E H H H E,5
0, E C E E H H E C,0
0, E C E E H H E H,0
0, E C E E H H E E,0
0, E C E E H E C C,0
0, E C E E H E C H,0
0, E C E E H E C E,0
0, E C E E H E H C,0
0, E C E E H E H H,0
0, E C E E H E H E,0
0, E C E E H E E C,0
0, E C E E H E E H,0
0, E C E E H E E E,0
0, E C E E E C C C,2008
0, E C E E E C C H,168
0, E C E E E C C E,353
0, E C E E E C H C,2
0, E C E E E C H H,499
0, E C E E E C H E,0
0, E C E E E C E C,41
0, E C E E E C E H,0
0, E C E E E C E E,48
0, E C E E E H C C,0
0, E C E E E H C H,0
0, E C E E E H C E,0
0, E C E E E H H C,0
0, E C E E E H H H,97
0, E C E E E H H E,0
0, E C E E E H E C,0
0, E C E E E H E H,0
0, E C E E E H E E,0
0, E C E E E E C C,2706
0, E C E E E E C H,119
0, E C E E E E C E,40
0, E C E E E E H C,3
0, E C E E E E H H,123
0, E C E E E E H E,0
0, E C E E E E E C,2859
0, E C E E E E E H,53
0, E C E E E E E E,4754
0, E H C C C C C C,338
0, E H C C C C C H,27
0, E H C C C C C E,17
0, E H C C C C H C,0
0, E H C C C C H H,93
0, E H C C C C H E,0
0, E H C C C C E C,4
0, E H C C C C E H,2
0, E H C C C C E E,68
0, E H C C C H C C,0
0, E H C C C H C H,0
0, E H C C C H C E,0
0, E H C C C H H C,0
0, E H C C C H H H,16
0, E H C C C H H E,0
0, E H C C C H E C,0
0, E H C C C H E H,0
0, E H C C C H E E,0
0, E H C C C E C C,4
0, E H C C C E C H,0
0, E H C C C E C E,0
0, E H C C C E H C,0
0, E H C C C E H H,1
0, E H C C C E H E,0
0, E H C C C E E C,4
0, E H C C C E E H,9
0, E H C C C E E E,45
0, E H C C H C C C,2
0, E H C C H C C H,0
0, E H C C H C C E,0
0, E H C C H C H C,0
0, E H C C H C H H,0
0, E H C C H C H E,0
0, E H C C H C E C,0
0, E H C C H C E H,0
0, E H C C H C E E,0
0, E H C C H H C C,0
0, E H C C H H C H,0
0, E H C C H H C E,0
0, E H C C H H H C,1
0, E H C C H H H H,61
0, E H C C H H H E,0
0, E H C C H H E C,0
0, E H C C H H E H,0
0, E H C C H H E E,0
0, E H C C H E C C,0
0, E H C C H E C H,0
0, E H C C H E C E,0
0, E H C C H E H C,0
0, E H C C H E H H,0
0, E H C C H E H E,0
0, E H C C H E E C,0
0, E H C C H E E H,0
0, E H C C H E E E,0
0, E H C C E C C C,0
0, E H C C E C C H,0
0, E H C C E C C E,0
0, E H C C E C H C,0
0, E H C C E C H H,1
0, E H C C E C H E,0
0, E H C C E C E C,0
0, E H C C E C E H,0
0, E H C C E C E E,0
0, E H C C E H C C,0
0, E H C C E H C H,0
0, E H C C E H C E,0
0, E H C C E H H C,0
0, E H C C E H H H,0
0, E H C C E H H E,0
0, E H C C E H E C,0
0, E H C C E H E H,0
0, E H C C E H E E,0
0, E H C C E E C C,0
0, E H C C E E C H,0
0, E H C C E E C E,0
0, E H C C E E H C,0
0, E H C C E E H H,0
0, E H C C E E H E,0
0, E H C C E E E C,1
0, E H C C E E E H,0
0, E H C C E E E E,4
0, E H C H C C C C,25
0, E H C H C C C H,2
0, E H C H C C C E,4
0, E H C H C C H C,0
0, E H C H C C H H,70
0, E H C H C C H E,0
0, E H C H C C E C,0
0, E H C H C C E H,4
0, E H C H C C E E,0
0, E H C H C H C C,0
0, E H C H C H C H,0
0, E H C H C H C E,0
0, E H C H C H H C,0
0, E H C H C H H H,2
0, E H C H C H H E,0
0, E H C H C H E C,0
0, E H C H C H E H,0
0, E H C H C H E E,0
0, E H C H C E C C,1
0, E H C H C E C H,0
0, E H C H C E C E,0
0, E H C H C E H C,0
0, E H C H C E H H,0
0, E H C H C E H E,0
0, E H C H C E E C,1
0, E H C H C E E H,2
0, E H C H C E E E,7
0, E H C H H C C C,10
0, E H C H H C C H,0
0, E H C H H C C E,0
0, E H C H H C H C,0
0, E H C H H C H H,0
0, E H C H H C H E,0
0, E H C H H C E C,0
0, E H C H H C E H,0
0, E H C H H C E E,0
0, E H C H H H C C,12
0, E H C H H H C H,0
0, E H C H H H C E,0
0, E H C H H H H C,0
0, E H C H H H H H,30
0, E H C H H H H E,0
0, E H C H H H E C,0
0, E H C H H H E H,0
0, E H C H H H E E,0
0, E H C H H E C C,0
0, E H C H H E C H,0
0, E H C H H E C E,0
0, E H C H H E H C,0
0, E H C H H E H H,0
0, E H C H H E H E,0
0, E H C H H E E C,0
0, E H C H H E E H,0
0, E H C H H E E E,0
0, E H C H E C C C,0
0, E H C H E C C H,0
0, E H C H E C C E,0
0, E H C H E C H C,0
0, E H C H E C H H,0
0, E H C H E C H E,0
0, E H C H E C E C,0
0, E H C H E C E H,0
0, E H C H E C E E,0
0, E H C H E H C C,0
0, E H C H E H C H,0
0, E H C H E H C E,0
0, E H C H E H H C,0
0, E H C H E H H H,0
0, E H C H E H H E,0
0, E H C H E H E C,0
0, E H C H E H E H,0
0, E H C H E H E E,0
0, E H C H E E C C,0
0, E H C H E E C H,0
0, E H C H E E C E,0
0, E H C H E E H C,0
0, E H C H E E H H,0
0, E H C H E E H E,0
0, E H C H E E E C,0
0, E H C H E E E H,0
0, E H C H E E E E,0
0, E H C E C C C C,0
0, E H C E C C C H,0
0, E H C E C C C E,0
0, E H C E C C H C,0
0, E H C E C C H H,0
0, E H C E C C H E,0
0, E H C E C C E C,0
0, E H C E C C E H,0
0, E H C E C C E E,0
0, E H C E C H C C,0
0, E H C E C H C H,0
0, E H C E C H C E,0
0, E H C E C H H C,0
0, E H C E C H H H,0
0, E H C E C H H E,0
0, E H C E C H E C,0
0, E H C E C H E H,0
0, E H C E C H E E,0
0, E H C E C E C C,0
0, E H C E C E C H,0
0, E H C E C E C E,0
0, E H C E C E H C,0
0, E H C E C E H H,0
0, E H C E C E H E,0
0, E H C E C E E C,0
0, E H C E C E E H,0
0, E H C E C E E E,0
0, E H C E H C C C,0
0, E H C E H C C H,0
0, E H C E H C C E,0
0, E H C E H C H C,0
0, E H C E H C H H,0
0, E H C E H C H E,0
0, E H C E H C E C,0
0, E H C E H C E H,0
0, E H C E H C E E,0
0, E H C E H H C C,0
0, E H C E H H C H,0
0, E H C E H H C E,0
0, E H C E H H H C,0
0, E H C E H H H H,0
0, E H C E H H H E,0
0, E H C E H H E C,0
0, E H C E H H E H,0
0, E H C E H H E E,0
0, E H C E H E C C,0
0, E H C E H E C H,0
0, E H C E H E C E,0
0, E H C E H E H C,0
0, E H C E H E H H,0
0, E H C E H E H E,0
0, E H C E H E E C,0
0, E H C E H E E H,0
0, E H C E H E E E,0
0, E H C E E C C C,0
0, E H C E E C C H,0
0, E H C E E C C E,0
0, E H C E E C H C,0
0, E H C E E C H H,0
0, E H C E E C H E,0
0, E H C E E C E C,0
0, E H C E E C E H,0
0, E H C E E C E E,0
0, E H C E E H C C,0
0, E H C E E H C H,0
0, E H C E E H C E,0
0, E H C E E H H C,0
0, E H C E E H H H,0
0, E H C E E H H E,0
0, E H C E E H E C,0
0, E H C E E H E H,0
0, E H C E E H E E,0
0, E H C E E E C C,2
0, E H C E E E C H,0
0, E H C E E E C E,0
0, E H C E E E H C,0
0, E H C E E E H H,0
0, E H C E E E H E,0
0, E H C E E E E C,0
0, E H C E E E E H,0
0, E H C E E E E E,1
0, E H H C C C C C,476
0, E H H C C C C H,57
0, E H H C C C C E,18
0, E H H C C C H C,1
0, E H H C C C H H,155
0, E H H C C C H E,0
0, E H H C C C E C,3
0, E H H C C C E H,1
0, E H H C C C E E,34
0, E H H C C H C C,1
0, E H H C C H C H,1
0, E H H C C H C E,0
0, E H H C C H H C,1
0, E H H C C H H H,13
0, E H H C C H H E,0
0, E H H C C H E C,0
0, E H H C C H E H,0
0, E H H C C H E E,0
0, E H H C C E C C,1
0, E H H C C E C H,0
0, E H H C C E C E,1
0, E H H C C E H C,0
0, E H H C C E H H,0
0, E H H C C E H E,0
0, E H H C C E E C,3
0, E H H C C E E H,0
0, E H H C C E E E,67
0, E H H C H C C C,1
0, E H H C H C C H,0
0, E H H C H C C E,1
0, E H H C H C H C,1
0, E H H C H C H H,1
0, E H H C H C H E,0
0, E H H C H C E C,0
0, E H H C H C E H,0
0, E H H C H C E E,0
0, E H H C H H C C,0
0, E H H C H H C H,0
0, E H H C H H C E,0
0, E H H C H H H C,0
0, E H H C H H H H,82
0, E H H C H H H E,0
0, E H H C H H E C,0
0, E H H C H H E H,0
0, E H H C H H E E,0
0, E H H C H E C C,0
0, E H H C H E C H,0
0, E H H C H E C E,0
0, E H H C H E H C,0
0, E H H C H E H H,0
0, E H H C H E H E,0
0, E H H C H E E C,0
0, E H H C H E E H,0
0, E H H C H E E E,0
0, E H H C E C C C,13
0, E H H C E C C H,0
0, E H H C E C C E,0
0, E H H C E C H C,0
0, E H H C E C H H,2
0, E H H C E C H E,0
0, E H H C E C E C,0
0, E H H C E C E H,0
0, E H H C E C E E,0
0, E H H C E H C C,0
0, E H H C E H C H,0
0, E H H C E H C E,0
